"Date","Price","Open","High","Low","Vol.","Change %"
"06/25/2023","33,074.00","29,195.50","29,195.50","29,195.50","","13.20%"
"06/18/2023","29,217.00","29,083.00","29,083.00","29,083.00","","0.40%"
"06/11/2023","29,100.25","29,113.50","29,113.50","29,113.50","","-0.11%"
"06/04/2023","29,131.00","29,144.00","29,144.00","29,144.00","","-0.10%"
"05/28/2023","29,161.00","29,169.00","29,169.00","29,169.00","","-0.10%"
"05/21/2023","29,190.00","34,604.00","34,604.00","34,604.00","","-15.69%"
"05/14/2023","34,621.00","34,484.00","34,484.00","34,484.00","","0.34%"
"05/07/2023","34,505.00","34,516.00","34,516.00","34,516.00","","-0.11%"
"04/30/2023","34,543.00","34,554.50","34,554.50","34,554.50","","-0.11%"
"04/23/2023","34,582.00","34,602.00","34,602.00","34,602.00","","-0.10%"
"04/16/2023","34,618.00","34,488.00","34,488.00","34,488.00","","0.33%"
"04/09/2023","34,504.00","34,514.50","34,514.50","34,514.50","","-0.12%"
"04/02/2023","34,546.50","34,563.00","34,563.00","34,563.00","","-0.09%"
"03/26/2023","34,579.00","33,845.00","33,845.00","33,845.00","","2.11%"
"03/19/2023","33,866.00","33,881.00","33,881.00","33,881.00","","-0.09%"
"03/12/2023","33,898.00","33,755.00","33,755.00","33,755.00","0.02K","0.37%"
"03/05/2023","33,772.00","33,776.50","33,776.50","33,776.50","","-0.09%"
"02/26/2023","33,802.00","33,814.50","33,814.50","33,814.50","","-0.11%"
"02/19/2023","33,840.00","35,375.00","35,375.00","35,375.00","0.03K","-4.36%"
"02/12/2023","35,384.00","38,493.00","38,493.00","38,493.00","0.01K","-8.10%"
"02/05/2023","38,504.50","38,532.00","38,532.00","38,532.00","","-0.10%"
"01/29/2023","38,543.00","48,652.00","48,652.00","48,652.00","","-20.79%"
"01/22/2023","48,657.00","48,672.00","48,672.00","48,672.00","","-0.07%"
"01/15/2023","48,693.00","48,556.00","48,556.00","48,556.00","0.01K","0.25%"
"01/08/2023","48,573.50","48,582.50","48,582.50","48,582.50","","-0.06%"
"01/01/2023","48,604.00","50,072.00","50,072.00","50,072.00","","-5.79%"
"12/25/2022","51,591.00","51,599.00","51,599.00","51,599.00","","-0.06%"
"12/18/2022","51,621.00","51,481.00","51,481.00","51,481.00","0.01K","0.24%"
"12/11/2022","51,498.50","51,514.00","51,514.00","51,514.00","","-0.07%"
"12/04/2022","51,536.00","51,552.50","51,552.50","51,552.50","","-0.07%"
"11/27/2022","51,574.00","51,584.00","51,584.00","51,584.00","","-0.06%"
"11/20/2022","51,606.00","51,621.00","51,621.00","51,621.00","","-0.07%"
"11/13/2022","51,643.00","51,503.00","51,503.00","51,503.00","0.01K","0.23%"
"11/06/2022","51,525.00","51,540.00","51,540.00","51,540.00","","-0.07%"
"10/30/2022","51,561.00","51,572.00","51,572.00","51,572.00","","-0.07%"
"10/23/2022","51,599.00","51,615.50","51,615.50","51,615.50","","-0.07%"
"10/16/2022","51,637.00","51,503.00","51,503.00","51,503.00","0.01K","0.22%"
"10/09/2022","51,525.00","51,542.00","51,542.00","51,542.00","","-0.07%"
"10/02/2022","51,563.00","51,581.00","51,581.00","51,581.00","","-0.08%"
"09/25/2022","51,603.00","51,613.00","51,613.00","51,613.00","","-0.07%"
"09/18/2022","51,640.00","51,510.00","51,510.00","51,510.00","0.01K","0.22%"
"09/11/2022","51,526.00","51,545.00","51,545.00","51,545.00","","-0.06%"
"09/04/2022","51,558.00","51,574.00","51,574.00","51,574.00","","-0.06%"
"08/28/2022","51,587.00","51,595.00","51,595.00","51,595.00","","-0.06%"
"08/21/2022","51,617.00","49,130.00","49,130.00","49,130.00","0.00K","5.03%"
"08/14/2022","49,147.00","46,500.00","46,500.00","46,500.00","0.02K","4.56%"
"08/07/2022","47,005.00","49,025.00","49,025.00","49,025.00","","-4.16%"
"07/31/2022","49,046.00","50,070.00","50,070.00","50,070.00","","-2.10%"
"07/24/2022","50,097.00","50,115.00","50,115.00","50,115.00","","-0.08%"
"07/17/2022","50,137.00","50,000.00","50,000.00","50,000.00","0.03K","-8.85%"
"07/10/2022","55,006.00","60,022.50","60,022.50","60,022.50","","-8.39%"
"07/03/2022","60,044.00","65,060.50","65,060.50","65,060.50","","-7.74%"
"06/26/2022","65,082.00","71,113.00","71,113.00","71,113.00","","-9.70%"
"06/19/2022","72,074.00","72,106.50","72,106.50","72,106.50","","-0.07%"
"06/12/2022","72,125.00","72,000.00","72,000.00","72,000.00","0.01K","-0.52%"
"06/05/2022","72,502.00","73,509.00","73,509.00","73,509.00","","-1.54%"
"05/29/2022","73,636.00","73,644.00","73,644.00","73,644.00","","-0.03%"
"05/22/2022","73,661.00","74,673.00","74,673.00","74,673.00","","-1.38%"
"05/15/2022","74,690.00","74,668.00","74,668.00","74,668.00","0.01K","-8.57%"
"05/08/2022","81,690.00","81,707.00","81,707.00","81,707.00","","-0.05%"
"05/01/2022","81,729.00","81,729.00","81,729.00","81,729.00","","-0.05%"
"04/24/2022","81,767.00","81,782.00","81,782.00","81,782.00","","-0.04%"
"04/17/2022","81,803.00","81,818.00","81,818.00","81,818.00","","0.00%"
"04/10/2022","81,800.00","81,813.00","81,813.00","81,813.00","0.01K","-0.03%"
"04/03/2022","81,827.00","81,839.00","81,839.00","81,839.00","","-0.04%"
"03/27/2022","81,856.00","81,868.00","81,868.00","81,868.00","","-0.04%"
"03/20/2022","81,885.00","81,897.00","81,897.00","81,897.00","","-0.04%"
"03/13/2022","81,914.00","81,886.00","81,886.00","81,886.00","0.01K","0.02%"
"03/06/2022","81,900.00","79,023.00","79,023.00","79,023.00","","8.43%"
"02/27/2022","75,531.00","73,767.00","73,767.00","73,767.00","","2.38%"
"02/20/2022","73,774.00","72,573.00","72,573.00","72,573.00","","1.65%"
"02/13/2022","72,580.00","70,717.00","70,717.00","70,717.00","0.01K","2.62%"
"02/06/2022","70,724.50","70,731.00","70,731.00","70,731.00","","-0.03%"
"01/30/2022","70,748.00","70,764.00","70,764.00","70,764.00","","-0.03%"
"01/23/2022","70,768.00","71,780.00","71,780.00","71,780.00","","-1.36%"
"01/16/2022","71,744.00","70,149.00","70,149.00","70,149.00","0.01K","2.24%"
"01/09/2022","70,169.00","70,182.00","70,182.00","70,182.00","","-0.04%"
"01/02/2022","70,199.00","70,214.00","70,214.00","70,214.00","","-0.05%"
"12/26/2021","70,232.00","70,240.50","70,240.50","70,240.50","","-0.04%"
"12/19/2021","70,262.00","70,274.00","70,274.00","70,274.00","","-0.04%"
"12/12/2021","70,291.00","69,516.00","69,516.00","69,516.00","0.00K","1.10%"
"12/05/2021","69,529.00","69,014.00","69,014.00","69,014.00","","4.14%"
"11/28/2021","66,762.00","62,885.00","62,885.00","62,885.00","","6.14%"
"11/21/2021","62,901.00","61,313.50","61,313.50","61,313.50","","2.55%"
"11/14/2021","61,335.00","59,200.00","59,200.00","59,200.00","0.01K","3.57%"
"11/07/2021","59,222.00","59,237.50","59,237.50","59,237.50","0.01K","-0.06%"
"10/31/2021","59,259.00","56,319.00","56,319.00","56,319.00","","5.18%"
"10/24/2021","56,340.00","56,313.00","56,313.00","56,313.00","","0.01%"
"10/17/2021","56,335.00","56,100.00","56,100.00","56,100.00","0.02K","0.47%"
"10/10/2021","56,074.00","52,967.00","52,967.00","52,967.00","","5.83%"
"10/03/2021","52,985.00","52,997.00","52,997.00","52,997.00","","-0.06%"
"09/26/2021","53,014.50","53,023.00","53,023.00","53,023.00","","-0.06%"
"09/19/2021","53,044.00","53,060.00","53,060.00","53,060.00","","-0.05%"
"09/12/2021","53,073.00","51,123.00","51,123.00","51,123.00","0.01K","3.78%"
"09/05/2021","51,139.00","50,500.75","50,500.75","50,500.75","0.00K","1.23%"
"08/29/2021","50,517.00","50,121.50","50,121.50","50,121.50","0.00K","0.75%"
"08/22/2021","50,143.00","51,228.00","51,228.00","51,228.00","","-2.16%"
"08/15/2021","51,249.50","52,328.50","52,328.50","52,328.50","0.00K","-2.10%"
"08/08/2021","52,350.50","52,367.00","52,367.00","52,367.00","","-0.07%"
"08/01/2021","52,389.00","52,404.00","52,404.00","52,404.00","0.00K","-0.07%"
"07/25/2021","52,426.00","52,441.00","52,441.00","52,441.00","","-0.07%"
"07/18/2021","52,463.00","52,477.50","52,477.50","52,477.50","","-0.06%"
"07/11/2021","52,495.50","50,454.00","50,454.00","50,454.00","0.00K","4.01%"
"07/04/2021","50,471.00","50,483.00","50,483.00","50,483.00","","-0.06%"
"06/27/2021","50,500.00","45,500.00","45,500.00","45,500.00","","10.95%"
"06/20/2021","45,517.00","45,526.00","45,526.00","45,526.00","","2.21%"
"06/13/2021","44,532.00","42,500.00","42,500.00","42,500.00","","4.78%"
"06/06/2021","42,500.00","42,500.00","42,500.00","42,500.00","0.01K","0.00%"
"05/30/2021","42,500.00","43,615.00","43,615.00","43,615.00","0.01K","-2.56%"
"05/23/2021","43,615.00","43,615.00","43,615.00","43,615.00","","0.00%"
"05/16/2021","43,615.00","44,095.00","44,095.00","44,095.00","","-1.09%"
"05/09/2021","44,095.00","45,165.00","45,165.00","45,165.00","0.01K","-2.37%"
"05/02/2021","45,165.00","45,165.00","45,165.00","45,165.00","","0.00%"
"04/25/2021","45,165.00","46,450.00","46,450.00","46,450.00","","-9.22%"
"04/18/2021","49,750.00","49,819.00","49,819.00","49,819.00","","-0.14%"
"04/11/2021","49,819.00","49,819.00","49,819.00","49,819.00","0.01K","0.00%"
"04/04/2021","49,819.00","50,069.00","50,069.00","50,069.00","","-0.50%"
"03/28/2021","50,069.00","51,069.00","51,069.00","51,069.00","","-3.38%"
"03/21/2021","51,819.00","52,679.00","52,679.00","52,679.00","","-1.63%"
"03/14/2021","52,679.00","52,763.00","52,763.00","52,763.00","","-0.16%"
"03/07/2021","52,763.00","52,763.00","52,763.00","52,763.00","0.01K","0.00%"
"02/28/2021","52,763.00","52,763.00","52,763.00","52,763.00","","1.56%"
"02/21/2021","51,953.00","50,725.00","50,725.00","50,725.00","","2.42%"
"02/14/2021","50,725.00","47,000.00","47,000.00","47,000.00","0.01K","7.93%"
"02/07/2021","47,000.00","45,700.00","45,700.00","45,700.00","0.00K","2.84%"
"01/31/2021","45,700.00","41,239.50","41,239.50","41,239.50","","10.81%"
"01/24/2021","41,243.00","40,000.00","40,000.00","40,000.00","","4.15%"
"01/17/2021","39,600.00","37,491.00","37,491.00","37,491.00","","5.60%"
"01/10/2021","37,500.00","37,000.00","37,000.00","37,000.00","0.00K","2.74%"
"01/03/2021","36,500.00","33,000.00","33,000.00","33,000.00","","13.95%"
"12/27/2020","32,031.75","32,036.25","32,036.25","32,036.25","","-0.05%"
"12/20/2020","32,047.00","32,061.00","32,061.00","32,061.00","","-0.05%"
"12/13/2020","32,063.75","31,686.50","31,686.50","31,686.50","","1.15%"
"12/06/2020","31,700.00","31,987.50","31,987.50","31,987.50","0.01K","-0.96%"
"11/29/2020","32,008.50","32,041.00","32,041.00","32,041.00","0.01K","-0.10%"
"11/22/2020","32,041.00","32,057.50","32,057.50","32,057.50","","-0.12%"
"11/15/2020","32,079.00","32,441.50","32,441.50","32,441.50","","-1.18%"
"11/08/2020","32,463.00","32,479.00","32,479.00","32,479.00","0.00K","-0.12%"
"11/01/2020","32,500.50","32,516.50","32,516.50","32,516.50","","-0.12%"
"10/25/2020","32,538.00","33,024.00","33,024.00","33,024.00","","-1.54%"
"10/18/2020","33,045.50","32,985.75","32,985.75","32,985.75","","0.13%"
"10/11/2020","33,002.50","33,491.00","33,491.00","33,491.00","0.00K","-1.51%"
"10/04/2020","33,508.25","33,941.25","33,941.25","33,941.25","","-1.29%"
"09/27/2020","33,945.50","33,971.50","33,971.50","33,971.50","","-0.14%"
"09/20/2020","33,992.50","34,005.30","34,005.30","34,005.30","","-0.07%"
"09/13/2020","34,018.00","33,000.00","33,000.00","33,000.00","","3.08%"
"09/06/2020","33,001.25","32,999.00","32,999.00","32,999.00","0.00K","-0.03%"
"08/30/2020","33,012.00","33,025.00","33,025.00","33,025.00","","-0.09%"
"08/23/2020","33,042.50","33,055.50","33,055.50","33,055.50","","-0.09%"
"08/16/2020","33,072.50","33,049.00","33,049.00","33,049.00","","0.02%"
"08/09/2020","33,066.00","33,079.00","33,079.00","33,079.00","0.00K","-0.09%"
"08/02/2020","33,096.00","30,200.00","30,200.00","30,200.00","","14.12%"
"07/26/2020","29,000.00","28,389.00","28,389.00","28,389.00","0.03K","2.09%"
"07/19/2020","28,406.50","28,418.00","28,418.00","28,418.00","","-0.09%"
"07/12/2020","28,431.00","28,440.50","28,440.50","28,440.50","","-0.08%"
"07/05/2020","28,453.00","28,462.50","28,462.50","28,462.50","0.00K","-0.08%"
"06/28/2020","28,475.00","28,484.00","28,484.00","28,484.00","0.01K","-0.08%"
"06/21/2020","28,497.00","28,837.50","28,837.50","28,837.50","","-1.22%"
"06/14/2020","28,850.00","29,000.00","29,000.00","29,000.00","","-0.52%"
"06/07/2020","29,000.00","29,594.30","29,594.30","29,594.30","","-2.08%"
"05/31/2020","29,615.30","29,631.00","29,631.00","29,631.00","0.00K","-0.12%"
"05/24/2020","29,652.00","29,663.00","29,663.00","29,663.00","","-0.13%"
"05/17/2020","29,690.00","29,555.00","29,555.00","29,555.00","","0.40%"
"05/10/2020","29,573.00","29,586.00","29,586.00","29,586.00","0.01K","-0.10%"
"05/03/2020","29,603.00","29,616.00","29,616.00","29,616.00","","-0.10%"
"04/26/2020","29,633.00","29,649.00","29,649.00","29,649.00","","-0.10%"
"04/19/2020","29,662.00","29,678.00","29,678.00","29,678.00","","-0.10%"
"04/12/2020","29,691.50","29,705.50","29,705.50","29,705.50","","0.37%"
"04/05/2020","29,582.00","29,598.00","29,598.00","29,598.00","0.01K","-0.11%"
"03/29/2020","29,614.00","29,630.50","29,630.50","29,630.50","0.03K","-0.13%"
"03/22/2020","29,652.00","29,668.50","29,668.50","29,668.50","","-0.13%"
"03/15/2020","29,690.00","29,695.00","29,695.00","29,695.00","0.01K","-6.27%"
"03/08/2020","31,676.00","31,676.00","31,676.00","31,676.00","","-4.34%"
"03/01/2020","33,113.00","33,113.00","33,113.00","33,113.00","0.01K","-0.13%"
"02/23/2020","33,156.50","33,156.50","33,156.50","33,156.50","","-0.86%"
"02/16/2020","33,444.50","33,444.50","33,444.50","33,444.50","","0.35%"
"02/09/2020","33,326.50","33,326.50","33,326.50","33,326.50","0.01K","-2.29%"
"02/02/2020","34,107.50","34,107.50","34,107.50","34,107.50","","-1.53%"
"01/26/2020","34,637.50","34,637.50","34,637.50","34,637.50","","7.70%"
"01/19/2020","32,162.50","32,162.50","32,162.50","32,162.50","","0.69%"
"01/12/2020","31,941.50","31,941.50","31,941.50","31,941.50","","-1.16%"
"01/05/2020","32,318.00","32,318.00","32,318.00","32,318.00","0.05K","1.47%"
"12/29/2019","31,850.00","31,850.00","31,850.00","31,850.00","","-1.66%"
"12/22/2019","32,388.00","32,388.00","32,388.00","32,388.00","","-0.12%"
"12/15/2019","32,425.50","32,425.50","32,425.50","32,425.50","0.00K","-5.49%"
"12/08/2019","34,308.00","34,308.00","34,308.00","34,308.00","0.05K","-0.11%"
"12/01/2019","34,347.00","34,347.00","34,347.00","34,347.00","0.00K","-2.93%"
"11/24/2019","35,384.00","35,384.00","35,384.00","35,384.00","","-0.80%"
"11/17/2019","35,670.00","35,670.00","35,670.00","35,670.00","","0.37%"
"11/10/2019","35,538.00","35,538.00","35,538.00","35,538.00","0.01K","-0.08%"
"11/03/2019","35,567.00","35,567.00","35,567.00","35,567.00","","-0.09%"
"10/27/2019","35,598.00","35,598.00","35,598.00","35,598.00","","-0.09%"
"10/20/2019","35,630.00","35,630.00","35,630.00","35,630.00","","-0.13%"
"10/13/2019","35,675.00","35,675.00","35,675.00","35,675.00","","0.48%"
"10/06/2019","35,505.00","35,505.00","35,505.00","35,505.00","0.10K","4.30%"
"09/29/2019","34,042.00","34,042.00","34,042.00","34,042.00","","-6.91%"
"09/22/2019","36,568.00","36,568.00","36,568.00","36,568.00","0.22K","-0.10%"
"09/15/2019","36,606.00","36,606.00","36,606.00","36,606.00","0.00K","1.73%"
"09/08/2019","35,984.00","35,984.00","35,984.00","35,984.00","0.34K","2.61%"
"09/01/2019","35,067.00","35,067.00","35,067.00","35,067.00","0.01K","8.79%"
"08/25/2019","32,235.00","32,235.00","32,235.00","32,235.00","","-0.12%"
"08/18/2019","32,273.00","32,273.00","32,273.00","32,273.00","0.02K","0.43%"
"08/11/2019","32,135.50","32,135.50","32,135.50","32,135.50","0.32K","14.50%"
"08/04/2019","28,065.50","28,065.50","28,065.50","28,065.50","","9.37%"
"07/28/2019","25,662.00","25,662.00","25,662.00","25,662.00","","-0.11%"
"07/21/2019","25,691.00","25,691.00","25,691.00","25,691.00","0.05K","-7.32%"
"07/14/2019","27,721.00","27,721.00","27,721.00","27,721.00","0.07K","4.00%"
"07/07/2019","26,654.00","26,654.00","26,654.00","26,654.00","0.34K","-6.89%"
"06/30/2019","28,625.00","28,625.00","28,625.00","28,625.00","","-0.09%"
"06/23/2019","28,650.00","28,650.00","28,650.00","28,650.00","","2.32%"
"06/16/2019","28,000.00","28,000.00","28,000.00","28,000.00","0.07K","0.00%"
"06/09/2019","28,000.00","28,000.00","28,000.00","28,000.00","0.33K","0.00%"
"06/02/2019","28,000.00","28,000.00","28,000.00","28,000.00","0.00K","-12.50%"
"05/26/2019","32,000.00","32,000.00","32,000.00","32,000.00","","-4.48%"
"05/19/2019","33,500.00","33,500.00","33,500.00","33,500.00","","-2.90%"
"05/12/2019","34,500.00","34,500.00","34,500.00","34,500.00","","0.00%"
"05/05/2019","34,500.00","34,500.00","34,500.00","34,500.00","0.56K","0.00%"
"04/28/2019","34,500.00","34,500.00","34,500.00","34,500.00","","0.00%"
"04/21/2019","34,500.00","34,500.00","34,500.00","34,500.00","","-1.43%"
"04/14/2019","35,000.00","35,000.00","35,000.00","35,000.00","0.79K","1.45%"
"04/07/2019","34,500.00","34,500.00","34,500.00","34,500.00","0.32K","7.81%"
"03/31/2019","32,000.00","32,000.00","32,000.00","32,000.00","0.07K","6.67%"
"03/24/2019","30,000.00","30,000.00","30,000.00","30,000.00","0.04K","0.00%"
"03/17/2019","30,000.00","30,000.00","30,000.00","30,000.00","0.71K","0.00%"
"03/10/2019","30,000.00","30,000.00","30,000.00","30,000.00","0.06K","-9.09%"
"03/03/2019","33,000.00","33,000.00","33,000.00","33,000.00","0.24K","0.00%"
"02/24/2019","33,000.00","33,000.00","33,000.00","33,000.00","0.32K","6.45%"
"02/17/2019","31,000.00","31,000.00","31,000.00","31,000.00","0.72K","0.00%"
"02/10/2019","31,000.00","31,000.00","31,000.00","31,000.00","0.27K","-6.06%"
"02/03/2019","33,000.00","33,000.00","33,000.00","33,000.00","","-2.94%"
"01/27/2019","34,000.00","34,000.00","34,000.00","34,000.00","","-10.53%"
"01/20/2019","38,000.00","38,000.00","38,000.00","38,000.00","","0.00%"
"01/13/2019","38,000.00","38,000.00","38,000.00","38,000.00","0.83K","-9.52%"
"01/06/2019","42,000.00","42,000.00","42,000.00","42,000.00","0.26K","-6.67%"
"12/30/2018","45,000.00","45,000.00","45,000.00","45,000.00","","-18.18%"
"12/23/2018","55,000.00","55,000.00","55,000.00","55,000.00","","0.00%"
"12/16/2018","55,000.00","55,000.00","55,000.00","55,000.00","1.57K","0.00%"
"12/09/2018","55,000.00","55,000.00","55,000.00","55,000.00","0.49K","0.00%"
"12/02/2018","55,000.00","55,000.00","55,000.00","55,000.00","0.32K","0.00%"
"11/25/2018","55,000.00","55,000.00","55,000.00","55,000.00","0.18K","0.00%"
"11/18/2018","55,000.00","55,000.00","55,000.00","55,000.00","0.12K","0.00%"
"11/11/2018","55,000.00","55,000.00","55,000.00","55,000.00","0.66K","7.84%"
"11/04/2018","51,000.00","51,000.00","51,000.00","51,000.00","0.00K","-12.07%"
"10/28/2018","58,000.00","58,000.00","58,000.00","58,000.00","","-3.73%"
"10/21/2018","60,250.00","60,250.00","60,250.00","60,250.00","","0.00%"
"10/14/2018","60,250.00","60,250.00","60,250.00","60,250.00","0.06K","-3.14%"
"10/07/2018","62,200.00","62,200.00","62,200.00","62,200.00","0.23K","9.70%"
"09/30/2018","56,700.00","56,700.00","56,700.00","56,700.00","0.00K","-8.48%"
"09/23/2018","61,951.00","61,951.00","61,951.00","61,951.00","","0.00%"
"09/16/2018","61,951.00","61,951.00","61,951.00","61,951.00","0.41K","-0.97%"
"09/09/2018","62,556.00","62,556.00","62,556.00","62,556.00","0.23K","1.62%"
"09/02/2018","61,556.00","61,556.00","61,556.00","61,556.00","0.01K","-4.28%"
"08/26/2018","64,306.00","64,306.00","64,306.00","64,306.00","","0.78%"
"08/19/2018","63,806.00","63,806.00","63,806.00","63,806.00","0.00K","-0.06%"
"08/12/2018","63,847.00","63,847.00","63,847.00","63,847.00","0.09K","3.56%"
"08/05/2018","61,655.00","61,655.00","61,655.00","61,655.00","0.24K","-4.19%"
"07/29/2018","64,350.00","64,350.00","64,350.00","64,350.00","0.00K","-7.74%"
"07/22/2018","69,750.00","69,750.00","69,750.00","69,750.00","","0.00%"
"07/15/2018","69,750.00","69,750.00","69,750.00","69,750.00","0.09K","-0.71%"
"07/08/2018","70,250.00","70,250.00","70,250.00","70,250.00","0.20K","-3.77%"
"07/01/2018","73,000.00","73,000.00","73,000.00","73,000.00","0.03K","-5.87%"
"06/24/2018","77,550.00","77,550.00","77,550.00","77,550.00","","-2.02%"
"06/17/2018","79,150.00","79,150.00","79,150.00","79,150.00","0.14K","-0.75%"
"06/10/2018","79,750.00","79,750.00","79,750.00","79,750.00","","-3.63%"
"06/03/2018","82,750.00","82,750.00","82,750.00","82,750.00","0.01K","-5.97%"
"05/27/2018","88,000.00","88,000.00","88,000.00","88,000.00","0.00K","-3.03%"
"05/20/2018","90,750.00","90,750.00","90,750.00","90,750.00","0.02K","0.00%"
"05/13/2018","90,750.00","90,750.00","90,750.00","90,750.00","0.12K","0.28%"
"05/06/2018","90,500.00","90,500.00","90,500.00","90,500.00","0.08K","2.26%"
"04/29/2018","88,500.00","88,500.00","88,500.00","88,500.00","0.01K","0.00%"
"04/22/2018","88,500.00","88,500.00","88,500.00","88,500.00","0.00K","-3.01%"
"04/15/2018","91,250.00","91,250.00","91,250.00","91,250.00","0.63K","-0.82%"
"04/08/2018","92,000.00","92,000.00","92,000.00","92,000.00","0.03K","0.82%"
"04/01/2018","91,250.00","91,250.00","91,250.00","91,250.00","0.08K","-2.46%"
"03/25/2018","93,550.00","93,550.00","93,550.00","93,550.00","0.00K","-0.53%"
"03/18/2018","94,050.00","94,050.00","94,050.00","94,050.00","0.12K","6.42%"
